Name,Title,Year,Toyline,Size,Brand
Keyan Farlander,Return Of The Jedi,2011,The Vintage Collection,"3 3/4""",Hasbro
Keyan Farlander,Rebel Pilot Legacy 3-Pack #2,2008,The Legacy Collection,"3 3/4""",Hasbro
Khaat Qiyn,Battle Of Geonosis: Jedi Knights Set #2,2013,Saga Legends Series,"3 3/4""",Hasbro
Ki-Adi Mundi,Jedi Council Set #1,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Ki-Adi Mundi,Jedi Master,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Ki-Adi Mundi,Jedi Master,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Ki-Adi Mundi,Comic 2-pack #16 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Ki-Adi Mundi,Battle On Mygeeto,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Ki-Adi Mundi,Clone Wars,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Ki-Adi Mundi,The Phantom Menace,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Ki-Adi Mundi,Holographic,2006,The Saga Collection,"3 3/4""",Hasbro
Ki-Adi Mundi,Concept by Derek Thompson,2009,The Legacy Collection,"3 3/4""",Hasbro
Kir Kanos,Star Wars Crimson Empire #6,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Kir Kanos,Crimson Empire 6-Pack,2008,The Legacy Collection,"3 3/4""",Hasbro
Kit Fisto,Greatest Battles,2006,The Saga Collection,"3 3/4""",Hasbro
Kit Fisto,Jedi Master,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Kit Fisto,Jedi Master,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Kit Fisto,Jedi vs. Darth Sidious 5-Pack,2006,The Saga Collection,"3 3/4""",Hasbro
Kit Fisto,2009 Set #2,2010,The Legacy Collection,"3 3/4""",Hasbro
Kit Fisto,Attack Of The Clones,2011,The Vintage Collection,"3 3/4""",Hasbro
Kit Fisto,Clone Wars,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Kit Fisto,Cold Weather Gear,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Kit Fisto,Army Of The Republic,2003,Tartakovsky Clone Wars (Realistic),"3 3/4""",Hasbro
Kit Fisto,Droid Factory 2-Pack #4 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Kit Fisto,Clone Wars,2009,The Clone Wars Collection,"3 3/4""",Hasbro
Kithaba,Skiff Guard,2012,The Vintage Collection,"3 3/4""",Hasbro
Kithaba,Skiff Guard,2012,The Vintage Collection,"3 3/4""",Hasbro
Kitik Keed'kak,Looking For A Meal,2006,The Saga Collection,"3 3/4""",Hasbro
Kitik Keed'kak,Mos Eisley Cantina Screen Scene #1,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Klaatu,Skirmish At Carkoon 4-Pack,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Klaatu,Jabba's Skiff Guards,1999,The Power Of The Force,"3 3/4""",Hasbro
Klaatu,Wooof,2010,The Vintage Collection,"3 3/4""",Hasbro
Klaatu,Return Of The Jedi,2019,The Vintage Collection,"3 3/4""",Hasbro
Klatooinian Raider,,2019,The Vintage Collection,"3 3/4""",Hasbro
Kneesaa,Ewok Pack,2012,Movie Heroes Series,"3 3/4""",Hasbro
Knight Of Ren,The Rise Of Skywalker,2019,The Vintage Collection,"3 3/4""",Hasbro
Koffi Arana,Star Wars Purge #1,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
KPR Security Droid,Purchase Of The Droids,2009,The Legacy Collection,"3 3/4""",Hasbro
Kren Blista Vanee,Death Star Procession,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Kuiil,,2021,Star Wars Retro Collection,"3 3/4""",Hasbro
Kul Teska,Republic Heroes,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Kyle Katarn,Dark Forces,1998,The Power Of The Force,"3 3/4""",Hasbro
Kyle Katarn,Comic 2-pack #3 - 2009,2009,The Legacy Collection,"3 3/4""",Hasbro
Kylo Ren,Version 1,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Kylo Ren,,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Kylo Ren,Unmasked,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Kylo Ren,Version 2,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Kylo Ren,5-Pack,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Kylo Ren,The Force Awakens,2015,"The Black Series 3.75""","3 3/4""",Hasbro
Kylo Ren,The Last Jedi,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Kylo Ren,With Tie Silencer,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Kylo Ren,Force Link Starter Set #1,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Kylo Ren,Era Of The Force 8-Pack,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Kylo Ren,The Force Awakens,2016,The Rogue One Collection,"3 3/4""",Hasbro
Kylo Ren,Versus 6-Pack,2016,The Rogue One Collection,"3 3/4""",Hasbro
Kylo Ren,Sith 5-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Kylo Ren,Episode 8 - Bundled With Rey,2019,Skywalker Saga Collection,"3 3/4""",Hasbro
Kylo Ren,The Dark Warrior,2019,Star Wars Galaxy Of Adventures,"3 3/4""",Hasbro
Kylo Ren,Japanese BluRay Movie Nex,2016,The Force Awakens Collection,"3 3/4""",Hasbro
Kylo Ren,The Force Awakens,2018,The Vintage Collection,"3 3/4""",Hasbro
Kylo Ren,The Force Awakens Titanium Series,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Kylo Ren,,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Kylo Ren,The Last Jedi 5-Pack,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
L3-37,Solo: A Star Wars Story,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
L8-L9,Tartakovsky Clone Wars,2009,The Legacy Collection,"3 3/4""",Hasbro
Labria,Cantina Aliens,1999,The Power Of The Force,"3 3/4""",Hasbro
Labria,Mos Eisley Spy,2006,The Saga Collection,"3 3/4""",Hasbro
Lak Sivrak,Star Wars,1998,The Power Of The Force,"3 3/4""",Hasbro
Lama Su,With Clone Child,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Lando Calrissian,Jabba's Sail Barge,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Lando Calrissian,Death Star Attack,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Lando Calrissian,Star Wars Marvel #44,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Lando Calrissian,Return Of The Jedi,2015,Saga Legends Series,"3 3/4""",Hasbro
Lando Calrissian,Skiff Guard,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Lando Calrissian,Skiff Guard,1997,The Power Of The Force,"3 3/4""",Hasbro
Lando Calrissian,Bespin Outfit,1995,The Power Of The Force,"3 3/4""",Hasbro
Lando Calrissian,General's Gear,1997,The Power Of The Force,"3 3/4""",Hasbro
Lando Calrissian,General,2011,The Vintage Collection,"3 3/4""",Hasbro
Lando Calrissian,Battle At The Sarlacc Pit 5-Pack,2009,The Legacy Collection,"3 3/4""",Hasbro
Lando Calrissian,Bespin Alliance 3-Pack,2010,The Vintage Collection,"3 3/4""",Hasbro
Lando Calrissian,Sandstorm Outfit,2012,The Vintage Collection,"3 3/4""",Hasbro
Lando Calrissian,Episode 5: The Empire Strikes Back,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Lando Calrissian,In Smuggler Outfit,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Lando Calrissian,Bespin Escape,2001,Power Of The Jedi,"3 3/4""",Hasbro
Lando Calrissian,Skiff Guard,2019,The Vintage Collection,"3 3/4""",Hasbro
Lando Calrissian,,2020,Star Wars Retro Collection,"3 3/4""",Hasbro
Lando Calrissian,General,2020,The Vintage Collection,"3 3/4""",Hasbro
Lando Calrissian,,2019,The Vintage Collection,"3 3/4""",Hasbro
Lando Calrissian,The Empire Strikes Back,2021,The Vintage Collection,"3 3/4""",Hasbro
Lando Calrissian,Return Of The Jedi,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Lando Calrissian,General,2016,"The Black Series 3.75""","3 3/4""",Hasbro
Lando Calrissian,2-Pack #1 With Kessel Guard,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Laze Fixer Loneozner,Star Wars: Empire,2010,Shadow Of The Dark Side,"3 3/4""",Hasbro
Leektar,Return Of The Jedi,2008,The Legacy Collection,"3 3/4""",Hasbro
Leesub Sirln,Mos Eisley Cantina,2009,The Legacy Collection,"3 3/4""",Hasbro
Lemmet Tauk,Crimson Empire 6-Pack,2008,The Legacy Collection,"3 3/4""",Hasbro
Lepira,With Y-Wing Fighter,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Lieutenant Sefla,Rogue One,2017,The Rogue One Collection,"3 3/4""",Hasbro
LIN Droid,With Jawa,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Llats Ward,Republic Elite Forces II,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Lobot,Cloud City Bespin,1998,The Power Of The Force,"3 3/4""",Hasbro
Lobot,Cloud City,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Logray,Return Of The Jedi,1998,The Power Of The Force,"3 3/4""",Hasbro
Logray,Ewok Medicine Man,2011,The Vintage Collection,"3 3/4""",Hasbro
Logray,Endor Ambush 5-pack,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Lorth Needa,Pursuit of the Millennium Falcon,2009,The Legacy Collection,"3 3/4""",Hasbro
Lott Dod,Neimoidian Senator,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Lt. Dannl Faytonni,Coruscant Outlander Club,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Yavin Ceremony,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luke Skywalker,With Moisture Vaporator,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luke Skywalker,Jedi Knight,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luke Skywalker,Tatooine Encounter,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,With Landspeeder,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Jabba's Palace,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Throne Room Duel,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Throne Room Duel,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Final Jedi Duel,1997,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,With Speeder Bike,1997,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Electronic Power F/X,1997,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Lightsaber Construction,2012,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,With Tatooine Skiff,1999,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Jedi Knight,1996,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Complete Galaxy,1998,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,The Jedi Legacy 3-Pack,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luke Skywalker,Ceremonial Outfit,2013,"The Black Series 3.75""","3 3/4""",Hasbro
Luke Skywalker,X-Wing Pilot,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Luke Skywalker,Escape From Mos Eisley,2006,The Saga Collection,"3 3/4""",Hasbro
Luke Skywalker,With X-Wing Fighter,2006,The Saga Collection,"3 3/4""",Hasbro
Luke Skywalker,Ceremonial Outfit,2013,"The Black Series 3.75""","3 3/4""",Hasbro
Luke Skywalker,Hoth Attack,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Star Wars Marvel #4,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luke Skywalker,Star Wars Heir To The Empire,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luke Skywalker,Star Wars Empire #39,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luke Skywalker,Star Wars Revenge Of The Sith #4,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luke Skywalker,Jedi Knight,2014,Saga Legends Series,"3 3/4""",Hasbro
Luke Skywalker,Mission Series MS09: Bespin,2014,Saga Legends Series,"3 3/4""",Hasbro
Luke Skywalker,Dagobah,2014,"The Black Series 3.75""","3 3/4""",Hasbro
Luke Skywalker,The Empire Strikes Back,2014,Saga Legends Series,"3 3/4""",Hasbro
Luke Skywalker,Return Of The Jedi,2014,Saga Legends Series,"3 3/4""",Hasbro
Luke Skywalker,Wampa Attack!,2014,"The Black Series 3.75""","3 3/4""",Hasbro
Luke Skywalker,X-Wing Pilot,2015,Saga Legends Series,"3 3/4""",Hasbro
Luke Skywalker,40th Anniversary Titanium Series,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Luke Skywalker,Jedi Master,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Luke Skywalker,Jedi Master,2017,"The Black Series 3.75""","3 3/4""",Hasbro
Luke Skywalker,Jedi Exile,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Luke Skywalker,Target 3-Pack,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Luke Skywalker,Kohl's 4-Pack,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Luke Skywalker,Era Of The Force 8-Pack,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Luke Skywalker,Jedi Master,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Luke Skywalker,Endor,2015,Saga Legends Series,"3 3/4""",Hasbro
Luke Skywalker,A New Hope,2015,Saga Legends Series,"3 3/4""",Hasbro
Luke Skywalker,The Empire Strikes Back,2015,Saga Legends Series,"3 3/4""",Hasbro
Luke Skywalker,Wampa Attack!,2015,"The Black Series 3.75""","3 3/4""",Hasbro
Luke Skywalker,Jabba's Rancor Pit,2015,"The Black Series 3.75""","3 3/4""",Hasbro
Luke Skywalker,The Empire Strikes Back,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Luke Skywalker,Return Of The Jedi,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Luke Skywalker,Return Of The Jedi,2015,"The Black Series 3.75""","3 3/4""",Hasbro
Luke Skywalker,Episode 4: A New Hope,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Luke Skywalker,Epic Battles Ep5: The Empire Strikes Back,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Luke Skywalker,Bespin Duel,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Bespin Duel,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Bespin Duel,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Death Star Trash Compactor Set #1,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,With Collectible Cup,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Hong Kong Edition I 3-Pack,1997,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Battle Of Hoth 4-Pack,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Imperial Guard Disguise,1996,The Shadows Of The Empire,"3 3/4""",Hasbro
Luke Skywalker,Battle At The Sarlacc Pit 5-Pack,2008,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,X-Wing Pilot,2009,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,Snowspeeder Pilot,2009,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,Battle For Endor 3-pack,2009,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,McQuarrie Concept Series,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luke Skywalker,With Snowspeeder,2002,Power Of The Jedi,"3 3/4""",Hasbro
Luke Skywalker,Bespin Gear,1998,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Dagobah Fatigues,1996,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Bespin Fatigues,2010,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Jedi Knight Outfit,2010,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Resurgence Of The Jedi,2009,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,Death Star Escape,2011,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Dagobah Landing,2011,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,X-Wing Pilot,2001,Power Of The Jedi,"3 3/4""",Hasbro
Luke Skywalker,25th Anniversary - Swing To Freedom 2-Pack,2002,Power Of The Jedi,"3 3/4""",Hasbro
Luke Skywalker,With Bacta Tank,2001,Power Of The Jedi,"3 3/4""",Hasbro
Luke Skywalker,Millennium Minted Coin Collection,1999,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Medical Frigate,2009,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,Jedi Knight,2009,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,Comic 2-pack #7 - 2009,2009,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,Stormtrooper Disguise,2008,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,Bespin Fatigues,2007,The Saga Collection,"3 3/4""",Hasbro
Luke Skywalker,Battle Of Hoth,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luke Skywalker,Comic 2-Pack #15 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,Sandstorm,2008,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,Early Bird Kit,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Luke Skywalker,X-Wing Pilot,2006,The Saga Collection,"3 3/4""",Hasbro
Luke Skywalker,Comic 2-Pack #12 - 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,Holographic,2004,Star Wars SAGA Series,"3 3/4""",Hasbro
Luke Skywalker,Backpack With Zip-Line,2012,Movie Heroes Series,"3 3/4""",Hasbro
Luke Skywalker,Bespin Battle,2012,Movie Heroes Series,"3 3/4""",Hasbro
Luke Skywalker,Hero Set 3-Pack,2011,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Gunner Station,1998,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Purchase Of The Droids,1997,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Lightsaber Construction,2012,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Star Wars,1995,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,In Stormtrooper Disguise,1996,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,With Blast Shield Helmet,1998,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Ceremonial Outfit,1997,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Death Star Escape,1997,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Hoth Gear,1997,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,With Taun Taun,1997,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,With Wampa,1998,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Star Wars,1999,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Princess Leia Collection Ceremonial,1997,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,With Rancor,1998,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Dark Empire Comics,1998,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Snowspeeder Pilot,1995,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,With T-16 Skyhopper Model,1999,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Escape The Death Star,1998,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,With Desert Sport Skiff,1996,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Jedi Knight,1996,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Hoth Outfit,2012,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Jedi Knight Outfit / Endor Capture,2011,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Bespin Alliance 3-Pack,2010,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Dagobah,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Luke Skywalker,The Empire Strikes Back,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Luke Skywalker,Return Of The Jedi,2004,Original Trilogy Collection,"3 3/4""",Hasbro
Luke Skywalker,With Wampa,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Luke Skywalker,Jedi Knight,2018,SOLO: A Star Wars Story,"3 3/4""",Hasbro
Luke Skywalker,Target 8-Pack,2016,The Rogue One Collection,"3 3/4""",Hasbro
Luke Skywalker,Crait,2019,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Father's Day 2-Pack,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luke Skywalker,Jedi Destiny 3-Pack,2019,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Jedi Destiny 3-Pack,2019,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Jedi Destiny 3-Pack,2019,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Classic Edition 4-Pack,1995,The Power Of The Force,"3 3/4""",Hasbro
Luke Skywalker,Yavin,2019,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,X-Wing Pilot,2019,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Episode 6 - Bundled With Chewbacca,2019,Skywalker Saga Collection,"3 3/4""",Hasbro
Luke Skywalker,Cave Of Evil 3-Pack,2019,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,(Snowspeeder) With Hoth Ice Planet Adventure Boardgame,2020,Star Wars Retro Collection,"3 3/4""",Hasbro
Luke Skywalker,Bespin,2020,Star Wars Retro Collection,"3 3/4""",Hasbro
Luke Skywalker,Stormtrooper,2020,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Rebel Alliance 5-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Luke Skywalker,Jedi Knight,2020,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Battle Of Endor,2006,The Saga Collection,"3 3/4""",Hasbro
Luke Skywalker,Separation Of The Twins With Obi-Wan Kenobi,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Luke Skywalker,Figuras de Coleccion 4-Pack,2002,Power Of The Jedi,"3 3/4""",Hasbro
Luke Skywalker,Stormtrooper Disguise,2009,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,Bespin,2020,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Droid Factory 2-Pack #6 2008,2008,The Legacy Collection,"3 3/4""",Hasbro
Luke Skywalker,The Jedi,2018,Star Wars Galaxy Of Adventures,"3 3/4""",Hasbro
Luke Skywalker,,2019,Star Wars Retro Collection,"3 3/4""",Hasbro
Luke Skywalker,,2018,The Vintage Collection,"3 3/4""",Hasbro
Luke Skywalker,Endor,2019,The Vintage Collection,"3 3/4""",Hasbro
Lumat,Battle Of Endor,2012,The Vintage Collection,"3 3/4""",Hasbro
Luminara Unduli,Clone Wars,2009,The Clone Wars Collection,"3 3/4""",Hasbro
Luminara Unduli,2008 Order 66 Set #5,2008,The 30th Anniversary Collection,"3 3/4""",Hasbro
Luminara Unduli,Attack Of The Clones,2013,"The Black Series 3.75""","3 3/4""",Hasbro
Luminara Unduli,Jedi Master,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Luminara Unduli,Jedi Master,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Luminara Unduli,Jedi Master,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Lumiya,Comic 2-pack #7 - 2009,2009,The Legacy Collection,"3 3/4""",Hasbro
Lushros Dofine,Battle Of Coruscant,2006,The Saga Collection,"3 3/4""",Hasbro
Lyn Me,Jabba The Hutt's Dancers,1998,The Power Of The Force,"3 3/4""",Hasbro
M'iiyoom Onith,Mos Eisley Cantina,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Mace Windu,The Phantom Menace,1999,The Episode 1 Collection,"3 3/4""",Hasbro
Mace Windu,Clone Wars,2009,The Clone Wars Collection,"3 3/4""",Hasbro
Mace Windu,The Rise Of Boba Fett,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Mace Windu,Clone Wars,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Mace Windu,2009 Set #3,2009,The Legacy Collection,"3 3/4""",Hasbro
Mace Windu,Tartakovsky Clone Wars,2004,Tartakovsky Clone Wars (Animated),"3 3/4""",Hasbro
Mace Windu,Attack Of The Clones,2011,The Vintage Collection,"3 3/4""",Hasbro
Mace Windu,Revenge Of The Sith 4-Pack,2011,Shadow Of The Dark Side,"3 3/4""",Hasbro
Mace Windu,Army Of The Republic,2003,Tartakovsky Clone Wars (Realistic),"3 3/4""",Hasbro
Mace Windu,E1 Sneak Preview,1998,The Power Of The Force,"3 3/4""",Hasbro
Mace Windu,Clone Wars,2012,The Clone Wars Collection,"3 3/4""",Hasbro
Mace Windu,Geonosian Rescue,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Mace Windu,Arena Confrontation,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Mace Windu,Geonosis With Blast-Apart Battle Droid,2002,Star Wars SAGA Series,"3 3/4""",Hasbro
Mace Windu,Force Combat,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Mace Windu,Battle Arena Chancellor's Office,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Mace Windu,Revenge Of The Sith,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Mace Windu,2007 Order 66 Set #2,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Mace Windu,Revenge Of The Sith,2013,Saga Legends Series,"3 3/4""",Hasbro
Mace Windu,The Clone Wars,2013,"The Black Series 3.75""","3 3/4""",Hasbro
Mace Windu,Jedi Council #1,2003,Star Wars SAGA Series,"3 3/4""",Hasbro
Mace Windu,Jedi vs. Darth Sidious 5-Pack,2006,The Saga Collection,"3 3/4""",Hasbro
Mace Windu,Stop The Zillo Beast 3-Pack,2011,The Clone Wars Collection,"3 3/4""",Hasbro
Mace Windu,Epic Battles Ep2: Attack Of The Clones,2015,The Force Awakens Collection,"3 3/4""",Hasbro
Mace Windu,Era Of The Force 8-Pack,2017,The Last Jedi Collection,"3 3/4""",Hasbro
Mace Windu,Heroes & Villains,2006,The Saga Collection,"3 3/4""",Hasbro
Mace Windu,Episode 2 - Bundled With Jango Fett,2019,Skywalker Saga Collection,"3 3/4""",Hasbro
Mace Windu,Jedi Order 5-Pack,2020,Celebrate The Saga,"3 3/4""",Hasbro
Machook,Comic 3-Pack #18 - 2008,2009,The Legacy Collection,"3 3/4""",Hasbro
Magnaguard Droid,Battlefront II Droid 7-Pack,2007,The 30th Anniversary Collection,"3 3/4""",Hasbro
Magnaguard Droid,Battle Arena Utapau Landing Platform,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Magnaguard Droid,Battle Attack!,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Magnaguard Droid,Battle Attack!,2005,Revenge Of The Sith Collection,"3 3/4""",Hasbro
Magnaguard Droid,Clone Wars,2010,The Clone Wars Collection,"3 3/4""",Hasbro
Magnaguard Droid,Revenge Of The Sith,2010,The Vintage Collection,"3 3/4""",Hasbro
